filename,width,height,class,xmin,ymin,xmax,ymax
image467.jpg,1800,1290,sesami,776,649,814,685
image467.jpg,1800,1290,sesami,652,702,690,738
image467.jpg,1800,1290,sesami,999,727,1037,763
image467.jpg,1800,1290,sesami,990,752,1028,788
image467.jpg,1800,1290,sesami,1027,769,1065,805
image467.jpg,1800,1290,sesami,1063,826,1101,862
image467.jpg,1800,1290,sesami,1035,790,1073,826
image467.jpg,1800,1290,sesami,1011,814,1049,850
image467.jpg,1800,1290,sesami,1025,842,1067,876
image467.jpg,1800,1290,sesami,1248,603,1290,637
image467.jpg,1800,1290,sesami,1319,466,1361,500
image467.jpg,1800,1290,sesami,1358,461,1400,495
image467.jpg,1800,1290,sesami,1253,192,1295,226
image467.jpg,1800,1290,sesami,1221,207,1263,241
image467.jpg,1800,1290,sesami,1443,95,1485,129
image467.jpg,1800,1290,sesami,989,497,1031,531
image467.jpg,1800,1290,sesami,903,445,945,479
image467.jpg,1800,1290,sesami,946,327,988,361
image467.jpg,1800,1290,sesami,889,280,931,314
image467.jpg,1800,1290,sesami,833,313,875,347
image467.jpg,1800,1290,sesami,749,261,791,295
image467.jpg,1800,1290,sesami,880,161,922,195
image467.jpg,1800,1290,sesami,870,66,912,99
image467.jpg,1800,1290,sesami,868,64,910,97
image294.jpg,1800,1290,sesami,341,210,373,228
image294.jpg,1800,1290,sesami,284,347,310,391
image294.jpg,1800,1290,sesami,549,276,588,307
image294.jpg,1800,1290,sesami,642,164,666,200
image294.jpg,1800,1290,sesami,735,123,765,156
image294.jpg,1800,1290,sesami,769,358,793,395
image294.jpg,1800,1290,sesami,597,324,630,351
image294.jpg,1800,1290,sesami,608,372,646,411
image294.jpg,1800,1290,sesami,580,397,614,443
image294.jpg,1800,1290,sesami,560,427,577,476
image294.jpg,1800,1290,sesami,532,441,561,477
image294.jpg,1800,1290,sesami,695,454,728,495
image294.jpg,1800,1290,sesami,634,518,662,564
image294.jpg,1800,1290,sesami,868,478,899,504
image294.jpg,1800,1290,sesami,976,361,1012,396
image294.jpg,1800,1290,sesami,1234,278,1277,322
image294.jpg,1800,1290,sesami,1455,358,1499,403
image294.jpg,1800,1290,sesami,1607,426,1632,453
image294.jpg,1800,1290,sesami,1311,449,1339,477
image294.jpg,1800,1290,sesami,1287,468,1327,489
image294.jpg,1800,1290,sesami,1188,424,1239,456
image294.jpg,1800,1290,sesami,1207,497,1245,528
image294.jpg,1800,1290,sesami,1277,566,1297,618
image294.jpg,1800,1290,sesami,1241,580,1272,612
image294.jpg,1800,1290,sesami,1243,606,1272,637
image294.jpg,1800,1290,sesami,1226,631,1266,665
image294.jpg,1800,1290,sesami,1138,554,1180,603
image294.jpg,1800,1290,sesami,1076,489,1115,518
image294.jpg,1800,1290,sesami,1077,596,1105,635
image294.jpg,1800,1290,sesami,986,627,1014,672
image294.jpg,1800,1290,sesami,987,697,1011,738
image294.jpg,1800,1290,sesami,1043,781,1069,819
image294.jpg,1800,1290,sesami,934,730,973,772
image294.jpg,1800,1290,sesami,900,781,949,826
image294.jpg,1800,1290,sesami,873,583,904,622
image294.jpg,1800,1290,sesami,849,589,878,635
image294.jpg,1800,1290,sesami,837,630,869,657
image294.jpg,1800,1290,sesami,851,669,874,703
image294.jpg,1800,1290,sesami,868,700,895,727
image294.jpg,1800,1290,sesami,791,584,822,626
image294.jpg,1800,1290,sesami,743,597,791,635
image294.jpg,1800,1290,sesami,778,642,811,691
image294.jpg,1800,1290,sesami,801,676,835,704
image294.jpg,1800,1290,sesami,804,700,834,730
image294.jpg,1800,1290,sesami,762,685,803,708
image294.jpg,1800,1290,sesami,759,705,801,729
image294.jpg,1800,1290,sesami,581,737,626,769
image294.jpg,1800,1290,sesami,669,638,705,664
image294.jpg,1800,1290,sesami,705,624,728,650
image294.jpg,1800,1290,sesami,672,610,703,639
image294.jpg,1800,1290,sesami,638,627,676,658
image53.jpg,1800,1290,sesami,414,245,446,274
image53.jpg,1800,1290,sesami,452,255,484,284
image53.jpg,1800,1290,sesami,633,117,665,146
image53.jpg,1800,1290,sesami,532,197,564,226
image53.jpg,1800,1290,sesami,139,292,171,321
image53.jpg,1800,1290,sesami,20,708,52,737
image53.jpg,1800,1290,sesami,266,393,298,422
image53.jpg,1800,1290,sesami,303,591,335,620
image53.jpg,1800,1290,sesami,338,747,370,776
image53.jpg,1800,1290,sesami,487,712,519,741
image53.jpg,1800,1290,sesami,496,762,528,791
image53.jpg,1800,1290,sesami,558,787,590,816
image53.jpg,1800,1290,sesami,685,951,717,980
image53.jpg,1800,1290,sesami,511,1051,543,1080
image53.jpg,1800,1290,sesami,655,1145,687,1174
image53.jpg,1800,1290,sesami,819,1107,851,1136
image53.jpg,1800,1290,sesami,908,1130,940,1159
image53.jpg,1800,1290,sesami,1035,1088,1067,1117
image53.jpg,1800,1290,sesami,1080,1118,1112,1147
image53.jpg,1800,1290,sesami,1293,1038,1325,1067
image53.jpg,1800,1290,sesami,1314,1064,1346,1093
image53.jpg,1800,1290,sesami,1349,899,1381,928
image53.jpg,1800,1290,sesami,1461,853,1493,882
image53.jpg,1800,1290,sesami,1560,880,1592,909
image53.jpg,1800,1290,sesami,1569,541,1601,570
image53.jpg,1800,1290,sesami,1504,542,1536,571
image53.jpg,1800,1290,sesami,1514,569,1546,598
image53.jpg,1800,1290,sesami,1404,501,1436,530
image53.jpg,1800,1290,sesami,1341,314,1373,343
image53.jpg,1800,1290,sesami,1196,446,1228,475
image53.jpg,1800,1290,sesami,1304,514,1336,543
image53.jpg,1800,1290,sesami,1347,547,1379,576
image53.jpg,1800,1290,sesami,1224,769,1256,798
image53.jpg,1800,1290,sesami,1253,866,1285,895
image53.jpg,1800,1290,sesami,1137,878,1169,907
image53.jpg,1800,1290,sesami,993,972,1025,1001
image53.jpg,1800,1290,sesami,900,997,932,1026
image53.jpg,1800,1290,sesami,924,906,956,935
image53.jpg,1800,1290,sesami,881,838,913,867
image53.jpg,1800,1290,sesami,1004,788,1036,817
image53.jpg,1800,1290,sesami,1060,420,1092,449
image53.jpg,1800,1290,sesami,1019,370,1051,399
image53.jpg,1800,1290,sesami,949,445,981,474
